GeneMark.hmm PROKARYOTIC (Version 3.42)
Date: Tue May 13 03:26:44 2025
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Escherichia_coli_K_12_substr__MG1655/GeneMark_hmm_combined.mod
RBS: true
Model information: Escherichia_coli_K_12_substr__MG1655

FASTA definition line: Chromosome dna:chromosome chromosome:ASM584v2:Chromosome:1:4641652:1 REF
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 2416        +     2552352     2553221          870        1
 2417        +     2553225     2554124          900        1
 2418        -     2554130     2555182         1053        1
 2419        -     2555228     2555728          501        1
 2420        -     2555741     2556400          660        1
 2421        -     2556410     2557297          888        1
 2422        -     2557318     2558679         1362        1
 2423        +     2558858     2560066         1209        2
 2424        +     2560257     2560898          642        2
 2425        -     2561135     2561221           87        1
 2426        +     2561371     2561613          243        1
 2427        +     2561625     2561993          369        2
 2428        +     2562111     2562527          417        2
 2429        +     2562524     2563117          594        1
 2430        +     2563592     2563969          378        2
 2431        +     2563980     2564372          393        1
 2432        +     2564502     2565332          831        2
 2433        -     2565355     2565480          126        1
 2434        -     2565481     2566884         1404        1
 2435        -     2566881     2568107         1227        1
 2436        -     2568324     2569511         1188        1
 2437        -     2569501     2570337          837        1
 2438        -     2570348     2571751         1404        1
 2439        -     2571763     2572050          288        1
 2440        -     2572157     2572492          336        1
 2441        -     2572489     2573505         1017        1
 2442        -     2573502     2574305          804        1
 2443        -     2574302     2575003          702        1
 2444        -     2574978     2575457          480        1
 2445        -     2575470     2575805          336        1
 2446        -     2576098     2578377         2280        1
 2447        +     2578666     2579616          951        1
 2448        +     2579636     2581639         2004        1
 2449        -     2581734     2582777         1044        1
 2450        -     2582903     2583478          576        1
 2451        -     2583546     2585525         1980        1
 2452        +     2585731     2587431         1701        1
 2453        +     2587595     2590708         3114        1
 2454        +     2591247     2591603          357        1
 2455        +     2591607     2592734         1128        1
 2456        +     2592762     2592962          201        2
 2457        -     2593072     2593770          699        1
 2458        -     2593844     2595859         2016        1
 2459        -     2595874     2596668          795        1
 2460        -     2596905     2597618          714        1
 2461        -     2597831     2598865         1035        1
 2462        -     2598882     2599760          879        1
 2463        +     2599906     2600478          573        1
 2464        +     2600478     2600948          471        1
 2465        +     2601201     2601818          618        1
 2466        +     2601818     2603836         2019        1
 2467        +     2603847     2604794          948        1
 2468        +     2604811     2606250         1440        1
 2469        +     2606262     2606912          651        1
 2470        +     2606917     2608497         1581        1
 2471        +     2608487     2610154         1668        1
 2472        +     2610164     2610709          546        1
 2473        +     2610706     2611464          759        1
 2474        +     2611457     2611870          414        1
 2475        +     2611900     2613912         2013        1
 2476        +     2613934     2614782          849        1
 2477        -     2614820     2615881         1062        1
 2478        +     2616094     2617557         1464        1
 2479        +     2617578     2617937          360        1
 2480        -     2618075     2618821          747        1
 2481        -     2618871     2620160         1290        1
 2482        -     2620246     2620872          627        1
 2483        +     2621197     2622234         1038        1
 2484        +     2622234     2622872          639        1
 2485        +     2623044     2625110         2067        1
 2486        +     2625115     2626656         1542        1
 2487        -     2626695     2628938         2244        1
 2488        -     2629120     2629272          153        1
 2489        +     2629290     2629481          192        1
 2490        +     2629795     2630310          516        1
 2491        +     2630326     2630865          540        1
 2492        -     2630958     2632535         1578        1
 2493        -     2632604     2634115         1512        1
 2494        +     2634232     2635602         1371        1
 2495        -     2635599     2635814          216        1
 2496        -     2635884     2637383         1500        1
 2497        -     2637474     2638652         1179        1
 2498        -     2638663     2639283          621        1
 2499        -     2639301     2640575         1275        1
 2500        -     2640686     2641804         1119        1
 2501        -     2641831     2642844         1014        1
 2502        -     2643129     2644283         1155        1
 2503        -     2644433     2644864          432        1
 2504        -     2645013     2647325         2313        1
 2505        -     2647326     2652287         4962        1
 2506        +     2652494     2653339          846        1
 2507        -     2654157     2654933          777        1
 2508        -     2655075     2656358         1284        1
 2509        -     2656536     2656736          201        1
 2510        -     2656748     2657083          336        1
 2511        -     2657085     2658935         1851        1
 2512        -     2658952     2659467          516        1
 2513        -     2659563     2659886          324        1
 2514        -     2659903     2660289          387        1
 2515        -     2660317     2661531         1215        1
 2516        -     2661643     2662131          489        1
 2517        -     2662583     2663323          741        1
 2518        +     2663442     2664245          804        1
 2519        +     2664390     2665244          855        1
 2520        +     2665435     2666715         1281        1
 2521        -     2666707     2667846         1140        1
 2522        -     2668006     2668896          891        1
 2523        +     2669032     2670393         1362        1
 2524        +     2670390     2670908          519        1
 2525        +     2670908     2671228          321        1
 2526        +     2671225     2672037          813        1
 2527        +     2672047     2673249         1203        1
 2528        +     2673346     2673768          423        1
 2529        -     2673816     2674688          873        1
 2530        -     2674700     2675794         1095        1
 2531        -     2675827     2676825          999        1
 2532        -     2676850     2678361         1512        1
 2533        -     2678384     2679277          894        1
 2534        -     2679464     2682745         3282        1
 2535        +     2682863     2684056         1194        1
 2536        -     2684254     2685507         1254        1
 2537        +     2685835     2687025         1191        1
 2538        -     2687070     2687408          339        1
 2539        -     2687469     2688803         1335        1
 2540        -     2688793     2689506          714        1
 2541        -     2689671     2691053         1383        1
 2542        -     2691656     2695543         3888        1
 2543        +     2695801     2697357         1557        1
 2544        -     2697354     2697890          537        1
 2545        -     2697915     2698550          636        1
 2546        +     2698759     2699607          849        1
 2547        +     2699738     2699923          186        1
 2548        -     2700117     2700197           81        1
 2549        -     2700618     2700998          381        1
 2550        -     2700998     2701729          732        1
 2551        -     2701741     2702469          729        1
 2552        -     2702481     2703386          906        1
 2553        -     2703383     2704063          681        1
 2554        -     2704335     2705309          975        1
 2555        -     2705325     2707124         1800        1
 2556        -     2707322     2707801          480        1
 2557        -     2707798     2708754          957        1
 2558        -     2708754     2709404          651        1
 2559        -     2709437     2710012          576        1
 2560        +     2710450     2712042         1593        1
 2561        -     2712027     2712764          738        1
 2562        +     2712896     2714230         1335        1
 2563        -     2714439     2715320          882        1
 2564        +     2715423     2716010          588        1
 2565        -     2716066     2716449          384        1
 2566        +     2716754     2717443          690        1
 2567        -     2717491     2718528         1038        1
 2568        +     2718735     2719154          420        1
 2569        +     2719223     2719921          699        1
 2570        +     2719953     2722613         2661        1
 2571        +     2722727     2724082         1356        1
 2572        +     2724179     2724451          273        1
 2573        -     2724448     2725746         1299        1
 2574        -     2725862     2726062          201        2
 2575        -     2727232     2727327           96        2
 2576        -     2727331     2727450          120        1
 2577        -     2730293     2730436          144        2
 2578        -     2731600     2734173         2574        1
 2579        -     2734303     2735034          732        1
 2580        -     2735031     2736011          981        1
 2581        +     2736146     2736883          738        1
 2582        +     2737154     2737495          342        1
 2583        +     2737745     2738905         1161        1
 2584        -     2738948     2740069         1122        1
 2585        -     2740080     2741150         1071        1
 2586        +     2741360     2741725          366        1
 2587        +     2741875     2742393          519        1
 2588        +     2742383     2743609         1227        1
 2589        +     2743625     2744107          483        2
 2590        -     2744183     2744530          348        1
 2591        -     2744572     2745339          768        1
 2592        -     2745370     2745918          549        1
 2593        -     2745937     2746185          249        1
 2594        -     2746434     2747795         1362        1
 2595        +     2747887     2748753          867        1
 2596        +     2748798     2750060         1263        1
 2597        -     2750115     2750708          594        1
 2598        -     2750705     2750869          165        2
 2599        +     2750903     2751709          807        1
 2600        +     2751795     2753456         1662        1
 2601        +     2753605     2753946          342        1
 2602        -     2754008     2754298          291        1
 2603        -     2754288     2754764          477        1
 2604        +     2754896     2755378          483        1
 2605        -     2755375     2755479          105        2
 2606        +     2756159     2757400         1242        2
 2607        -     2757644     2758600          957        2
 2608        +     2758644     2758856          213        2
 2609        +     2758985     2760394         1410        2
 2610        +     2760547     2761173          627        2
 2611        -     2761351     2763540         2190        2
 2612        -     2763537     2765153         1617        2
 2613        -     2765513     2765776          264        2
 2614        +     2765918     2766991         1074        2
 2615        +     2766984     2767355          372        2
 2616        +     2767710     2768573          864        1
 2617        +     2768665     2769486          822        1
 2618        +     2769703     2770404          702        1
 2619        +     2770445     2770681          237        1
 2620        +     2770681     2771124          444        1
 2621        +     2771148     2771615          468        2
 2622        -     2771840     2772154          315        1
 2623        -     2772167     2772760          594        1
 2624        -     2772836     2773036          201        1
 2625        +     2773318     2775021         1704        2
 2626        +     2775919     2776377          459        1
 2627        +     2776389     2776868          480        1
 2628        +     2777115     2777432          318        1
 2629        +     2777507     2777782          276        1
 2630        -     2778146     2782447         4302        1
 2631        -     2782465     2782593          129        2
 2632        -     2783065     2783208          144        1
 2633        -     2783638     2784429          792        2
 2634        -     2784529     2785011          483        2
 2635        +     2786748     2787434          687        1
 2636        +     2787447     2788238          792        1
 2637        +     2788985     2789962          978        1
 2638        +     2789982     2791250         1269        1
 2639        +     2791273     2792721         1449        1
 2640        +     2792735     2794015         1281        1
 2641        +     2794253     2795653         1401        1
 2642        +     2795674     2796336          663        1
 2643        -     2796337     2796786          450        1
 2644        -     2796870     2797028          159        1
 2645        +     2797211     2797510          300        1
 2646        +     2797520     2798044          525        1
 2647        -     2798091     2798495          405        1
 2648        +     2799164     2799613          450        1
 2649        -     2799650     2799994          345        1
 2650        +     2800146     2800475          330        1
 2651        +     2800723     2800968          246        1
 2652        +     2800965     2801375          411        1
 2653        +     2801387     2803492         2106        1
 2654        +     2803502     2804461          960        1
 2655        +     2804815     2806017         1203        1
 2656        +     2806010     2807074         1065        1
 2657        +     2807132     2808124          993        1
 2658        +     2808316     2808582          267        1
 2659        +     2808576     2809493          918        1
 2660        +     2809662     2810354          693        1
 2661        +     2810344     2810679          336        1
 2662        +     2810770     2811300          531        1
 2663        +     2811427     2812599         1173        1
 2664        +     2812616     2814154         1539        1
 2665        -     2814218     2814733          516        1
 2666        -     2814883     2816439         1557        1
 2667        -     2816512     2816940          429        1
 2668        -     2816937     2817503          567        1
 2669        -     2818961     2819146          186        1
 2670        -     2819381     2822011         2631        1
 2671        -     2822139     2822639          501        1
 2672        -     2822708     2823769         1062        1
 2673        -     2823849     2824346          498        1
 2674        -     2824491     2825576         1086        1
 2675        +     2825832     2826395          564        1
 2676        +     2826392     2827351          960        1
 2677        +     2827362     2827733          372        1
 2678        +     2827737     2828516          780        1
 2679        +     2828621     2828980          360        1
 2680        +     2829047     2829820          774        1
 2681        +     2829813     2830778          966        1
 2682        -     2830775     2832289         1515        1
 2683        +     2832476     2833915         1440        1
 2684        +     2833912     2835045         1134        1
 2685        -     2835173     2837425         2253        1
 2686        -     2837578     2838105          528        1
 2687        -     2838254     2839267         1014        1
 2688        +     2839524     2840981         1458        1
 2689        +     2840984     2842414         1431        1
 2690        -     2842573     2843043          471        1
 2691        -     2843036     2843446          411        1
 2692        -     2843443     2844210          768        1
 2693        -     2844210     2844752          543        1
 2694        -     2844762     2846471         1710        1
 2695        -     2846489     2847412          924        1
 2696        -     2847415     2849241         1827        1
 2697        -     2849238     2849849          612        1
 2698        -     2849974     2850435          462        1
 2699        +     2850635     2850997          363        1
 2700        +     2851001     2851873          873        1
 2701        +     2851864     2852136          273        1
 2702        +     2852136     2853257         1122        1
 2703        +     2853254     2854264         1011        1
 2704        +     2854338     2856416         2079        1
 2705        -     2856453     2856806          354        1
 2706        -     2856883     2857017          135        1
 2707        +     2857093     2859654         2562        1
 2708        +     2859760     2860416          657        1
 2709        -     2860467     2861234          768        1
 2710        +     2861430     2862338          909        1
 2711        +     2862335     2863501         1167        1
 2712        +     2863635     2864231          597        1
 2713        +     2864236     2865012          777        1
 2714        +     2865101     2866465         1365        1
 2715        -     2866559     2867551          993        1
 2716        -     2867614     2868753         1140        1
 2717        -     2868893     2869519          627        1
 2718        -     2869513     2870274          762        1
 2719        -     2870255     2871304         1050        1
 2720        -     2871301     2871780          480        1
 2721        -     2871780     2872490          711        1
 2722        -     2872509     2872820          312        1
 2723        -     2873014     2873337          324        1
 2724        -     2873387     2873992          606        1
 2725        -     2873992     2875419         1428        1
 2726        -     2875421     2876329          909        1
 2727        +     2876581     2877618         1038        1
 2728        -     2878569     2878877          309        2
 2729        -     2878855     2879772          918        2
 2730        -     2879788     2880387          600        2
 2731        -     2880374     2881048          675        2
 2732        -     2881051     2882142         1092        1
 2733        -     2882155     2882637          483        2
 2734        -     2882630     2884138         1509        2
 2735        -     2884553     2887219         2667        2
 2736        -     2887578     2888312          735        1
 2737        -     2888387     2890099         1713        1
 2738        -     2890099     2891898         1800        1
 2739        +     2892217     2892579          363        1
 2740        +     2892657     2893928         1272        1
 2741        +     2893919     2894179          261        1
 2742        +     2894196     2894771          576        1
 2743        -     2894919     2895779          861        1
 2744        -     2895776     2896555          780        1
 2745        -     2896533     2897870         1338        1
 2746        -     2897964     2899418         1455        1
 2747        -     2899488     2900273          786        1
 2748        +     2900592     2901869         1278        1
 2749        +     2901896     2903374         1479        1
 2750        -     2904747     2905418          672        1
 2751        +     2905557     2905697          141        1
 2752        +     2905711     2906583          873        2
 2753        -     2906643     2907941         1299        1
 2754        -     2908029     2909666         1638        1
 2755        -     2909894     2910685          792        1
 2756        -     2910756     2911091          336        2
 2757        -     2911091     2911339          249        1
 2758        -     2911417     2913651         2235        1
 2759        -     2913699     2915000         1302        1
 2760        +     2915057     2917813         2757        1
 2761        -     2918045     2919385         1341        1
 2762        -     2919406     2920746         1341        1
 2763        -     2920748     2922100         1353        1
 2764        -     2922535     2922984          450        1
 2765        -     2923002     2923784          783        1
 2766        -     2923784     2924113          330        1
 2767        -     2924299     2924379           81        2
 2768        -     2924735     2925280          546        1
 2769        +     2925348     2926196          849        1
 2770        +     2926308     2927672         1365        1
 2771        +     2928229     2929518         1290        1
 2772        +     2929576     2930943         1368        1
 2773        +     2931055     2931810          756        1
 2774        -     2931865     2933013         1149        1
 2775        -     2933041     2933688          648        1
 2776        +     2934235     2935551         1317        1
 2777        +     2935584     2937359         1776        1
 2778        +     2937468     2938886         1419        1
 2779        +     2938888     2939310          423        1
 2780        +     2939368     2940099          732        1
 2781        -     2940143     2941243         1101        1
 2782        -     2941236     2941631          396        1
 2783        -     2941650     2942474          825        1
 2784        -     2942918     2943145          228        1
 2785        +     2943337     2944542         1206        1
 2786        +     2944542     2944985          444        1
 2787        -     2945036     2945842          807        1
 2788        -     2946081     2947178         1098        1
 2789        -     2947757     2949010         1254        1
 2790        +     2949242     2950573         1332        1
 2791        -     2950635     2952461         1827        1
 2792        -     2952461     2956003         3543        1
 2793        -     2955996     2958884         2889        1
 2794        -     2959060     2962428         3369        1
 2795        -     2962441     2962764          324        1
 2796        -     2962749     2963156          408        1
 2797        -     2963153     2963716          564        1
 2798        -     2963707     2964177          471        1
 2799        +     2964187     2964360          174        2
 2800        -     2964361     2965155          795        1
 2801        -     2965162     2966037          876        1
 2802        -     2966188     2968434         2247        1
 2803        -     2968447     2968977          531        1
 2804        +     2969662     2970351          690        1
 2805        +     2970420     2971133          714        1
 2806        +     2971271     2971489          219        1
 2807        +     2971597     2972637         1041        1
 2808        -     2972669     2973817         1149        1
 2809        -     2973855     2976014         2160        1
 2810        +     2976599     2977630         1032        1
 2811        -     2977637     2978899         1263        1
 2812        +     2979021     2979956          936        1
 2813        -     2979943     2980635          693        1
 2814        -     2980764     2982182         1419        1
 2815        -     2982497     2983258          762        1
 2816        -     2983288     2984124          837        1
 2817        -     2984411     2985592         1182        1
 2818        +     2985847     2987076         1230        1
 2819        +     2987686     2988168          483        2
 2820        +     2988691     2989311          621        2
 2821        +     2989304     2989786          483        2
 2822        -     2989819     2989899           81        1
 2823        +     2990554     2991000          447        2
 2824        +     2991268     2991759          492        2
 2825        +     2992094     2993470         1377        2
 2826        +     2993638     2993856          219        2
 2827        +     2994041     2994415          375        2
 2828        -     2994460     2994903          444        2
 2829        -     2994937     2995092          156        2
 2830        -     2995314     2995745          432        2
 2831        -     2995748     2996020          273        2
 2832        -     2996372     2997163          792        1
 2833        -     2997235     2997600          366        2
 2834        -     2997689     2997967          279        2
 2835        -     2998034     2998828          795        2
 2836        +     2998956     2999081          126        2
 2837        -     2999136     2999891          756        1
 2838        +     3000306     3002603         2298        1
 2839        +     3002614     3003492          879        1
 2840        +     3003489     3003968          480        1
 2841        -     3004008     3005786         1779        1
 2842        +     3006265     3007452         1188        1
 2843        +     3007510     3008706         1197        1
 2844        +     3008764     3009975         1212        1
 2845        +     3010016     3011413         1398        1
 2846        +     3011461     3012393          933        1
 2847        -     3012614     3014239         1626        1
 2848        -     3014287     3014994          708        1
 2849        +     3015160     3015738          579        2
 2850        +     3016060     3019158         3099        1
 2851        +     3019161     3020489         1329        1
 2852        +     3020540     3021319          780        1
 2853        +     3021316     3024186         2871        1
 2854        +     3024351     3025751         1401        1
 2855        +     3025769     3027085         1317        1
 2856        +     3027121     3028488         1368        1
 2857        -     3028524     3029012          489        1
 2858        -     3029012     3030931         1920        1
 2859        +     3031517     3032815         1299        1
 2860        +     3032817     3032942          126        2
 2861        +     3033065     3033613          549        1
 2862        -     3033657     3035174         1518        1
 2863        -     3035184     3036065          882        1
 2864        +     3036066     3036221          156        2
 2865        -     3036373     3038106         1734        1
 2866        -     3038112     3038822          711        1
 2867        -     3038847     3039743          897        1
 2868        +     3039855     3040376          522        1
 2869        -     3040416     3040823          408        1
 2870        -     3040804     3041070          267        1
 2871        +     3041063     3041236          174        1
 2872        +     3041313     3042293          981        1
 2873        -     3042489     3043148          660        1
 2874        -     3043312     3043623          312        1
 2875        +     3043662     3045101         1440        1
 2876        -     3045158     3045901          744        1
 2877        -     3046168     3049041         2874        1
 2878        -     3049160     3049549          390        1
 2879        -     3049573     3050616         1044        1
 2880        -     3051115     3052317         1203        1
 2881        -     3052340     3053518         1179        1
 2882        -     3053515     3054840         1326        1
 2883        -     3054866     3055444          579        1
 2884        +     3055612     3055941          330        1
 2885        +     3056241     3056789          549        1
 2886        -     3057178     3058410         1233        1
 2887        -     3058666     3059361          696        1
 2888        -     3059381     3059611          231        1
 2889        +     3059753     3060646          894        1
 2890        +     3060850     3062994         2145        1
 2891        +     3062987     3063982          996        1
 2892        +     3063993     3064778          786        1
 2893        +     3064823     3066280         1458        1
 2894        -     3066277     3067173          897        1
 2895        -     3067340     3068080          741        1
 2896        -     3068173     3068766          594        1
 2897        -     3068947     3069807          861        1
 2898        -     3070165     3071244         1080        1
 2899        -     3071459     3072622         1164        1
 2900        -     3072672     3073691         1020        1
 2901        -     3073976     3074689          714        1
 2902        -     3074686     3075195          510        1
 2903        -     3075217     3076182          966        1
 2904        -     3076179     3077456         1278        1
 2905        -     3077471     3078859         1389        1
 2906        -     3078887     3079330          444        1
 2907        -     3079644     3081635         1992        1
 2908        +     3081913     3082671          759        1
 2909        -     3082877     3083797          921        1
 2910        +     3083800     3083883           84        2
 2911        -     3083935     3085833         1899        1
 2912        -     3086399     3086650          252        1
 2913        +     3086706     3087860         1155        1
 2914        +     3088323     3089678         1356        1
 2915        +     3089797     3090252          456        1
 2916        +     3090347     3091054          708        1
 2917        +     3091134     3091865          732        1
 2918        +     3091878     3092828          951        1
 2919        +     3092937     3093500          564        1
 2920        +     3093500     3093916          417        1
 2921        -     3094100     3095080          981        1
 2922        +     3095098     3095802          705        1
 2923        +     3095820     3096386          567        1
 2924        +     3096383     3096673          291        1
 2925        +     3096681     3097274          594        1
 2926        +     3097267     3098403         1137        1
 2927        -     3098558     3099565         1008        1
 2928        -     3099682     3100728         1047        1
 2929        -     3100904     3101623          720        1
 2930        -     3101807     3102133          327        1
 2931        -     3102133     3102852          720        1
 2932        +     3103013     3104065         1053        1
 2933        +     3104093     3104368          276        1
 2934        +     3104433     3105512         1080        1
 2935        +     3105714     3106970         1257        1
 2936        -     3107020     3109146         2127        1
 2937        +     3109553     3110260          708        1
 2938        -     3110590     3111126          537        1
 2939        -     3111128     3112021          894        1
 2940        -     3112054     3112920          867        1
 2941        -     3113067     3113432          366        1
 2942        -     3113543     3114352          810        1
 2943        -     3114550     3118980         4431        1
 2944        -     3119597     3121279         1683        1
 2945        -     3121634     3123805         2172        1
 2946        -     3123827     3124231          405        1
 2947        -     3124236     3125459         1224        1
 2948        -     3125470     3126522         1053        1
 2949        -     3126522     3128021         1500        1
 2950        +     3128272     3129036          765        1
 2951        -     3129043     3130179         1137        1
 2952        +     3130214     3131194          981        1
 2953        -     3131341     3132408         1068        1
 2954        -     3132454     3133212          759        1
 2955        -     3133244     3133834          591        1
 2956        +     3134131     3134823          693        1
 2957        -     3134872     3136371         1500        1
 2958        -     3136663     3138522         1860        1
 2959        +     3138727     3139593          867        1
 2960        -     3139716     3139964          249        1
 2961        -     3139977     3140318          342        1
 2962        -     3140311     3140799          489        1
 2963        -     3140792     3141286          495        1
 2964        -     3141286     3142989         1704        1
 2965        -     3142986     3144164         1179        1
 2966        -     3144154     3145140          987        1
 2967        -     3145143     3146261         1119        1
 2968        -     3146450     3146737          288        1
 2969        -     3146856     3147266          411        1
 2970        -     3147266     3147619          354        1
 2971        -     3147597     3147740          144        2
 2972        +     3147897     3148937         1041        1
 2973        -     3148977     3149471          495        1
 2974        +     3149662     3150546          885        1
 2975        -     3150818     3151243          426        1
 2976        -     3151250     3151984          735        1
 2977        -     3152107     3152193           87        1
 2978        +     3152236     3153423         1188        1
 2979        +     3153563     3154222          660        1
 2980        -     3154262     3155161          900        1
 2981        +     3155355     3156518         1164        1
 2982        +     3156623     3157450          828        1
 2983        +     3157650     3158576          927        1
 2984        +     3158627     3158884          258        1
 2985        -     3158927     3161146         2220        1
 2986        -     3161257     3162669         1413        1
 2987        -     3162744     3163481          738        1
 2988        -     3163715     3165973         2259        1
 2989        -     3166111     3167718         1608        1
 2990        -     3167851     3168246          396        2
 2991        -     3168248     3168544          297        1
 2992        -     3168749     3169231          483        1
 2993        -     3169284     3169676          393        1
 2994        +     3169828     3170487          660        1
 2995        +     3170484     3171833         1350        1
 2996        -     3171879     3172211          333        2
 2997        +     3172530     3173111          582        1
 2998        +     3173142     3173456          315        1
 2999        -     3173504     3175396         1893        1
 3000        -     3175425     3176006          582        1
 3001        -     3176006     3176833          828        1
 3002        -     3176858     3177280          423        1
 3003        -     3177281     3177910          630        1
 3004        +     3178115     3179596         1482        1
 3005        +     3179744     3180415          672        1
 3006        +     3180421     3181581         1161        1
 3007        -     3181619     3182407          789        1
 3008        +     3182550     3183323          774        1
 3009        -     3183381     3183551          171        2
 3010        -     3183813     3184466          654        1
 3011        +     3184840     3185130          291        1
 3012        +     3185414     3185965          552        1
 3013        +     3186187     3186552          366        2
 3014        +     3186624     3187415          792        1
 3015        +     3187400     3189865         2466        1
 3016        +     3189935     3190630          696        1
 3017        +     3190632     3191696         1065        2
 3018        -     3191739     3191939          201        1
 3019        +     3192208     3192837          630        1
 3020        +     3192864     3194525         1662        1
 3021        +     3194670     3194825          156        2
 3022        -     3195320     3196753         1434        1
 3023        -     3196801     3199641         2841        1
 3024        -     3199664     3200965         1302        1
 3025        +     3201207     3201827          621        1
 3026        +     3201891     3203129         1239        1
 3027        -     3203310     3204131          822        1
 3028        -     3204221     3204589          369        1
 3029        +     3204694     3205311          618        1
 3030        -     3205324     3206256          933        1
 3031        +     3206463     3207374          912        1
 3032        +     3207371     3207976          606        1
 3033        +     3208024     3209487         1464        1
 3034        -     3209530     3210543         1014        1
 3035        +     3210781     3210996          216        1
 3036        +     3211107     3212852         1746        1
 3037        +     3213047     3214888         1842        1
 3038        -     3214967     3215473          507        1
 3039        -     3215727     3216491          765        1
 3040        +     3216779     3217402          624        1
 3041        -     3217556     3219076         1521        1
 3042        +     3219584     3220873         1290        1
 3043        -     3220915     3221247          333        1
 3044        +     3221466     3222449          984        1
 3045        +     3222633     3225725         3093        1
 3046        +     3225722     3226171          450        1
 3047        +     3226234     3227667         1434        1
 3048        +     3227801     3228871         1071        1
 3049        +     3228888     3231239         2352        1
 3050        +     3231665     3233683         2019        1
 3051        -     3233728     3234144          417        1
 3052        -     3234141     3234455          315        1
 3053        -     3234739     3235875         1137        1
 3054        +     3235960     3236463          504        1
 3055        +     3236540     3237232          693        1
 3056        +     3237293     3238297         1005        1
 3057        +     3238580     3239545          966        1
 3058        +     3239944     3241188         1245        1
 3059        -     3241193     3241744          552        1
 3060        -     3241827     3243314         1488        1
 3061        -     3243329     3244741         1413        1
 3062        +     3245104     3246522         1419        1
 3063        +     3246652     3247428          777        1
 3064        +     3247773     3248435          663        1
 3065        +     3248454     3248822          369        1
 3066        +     3248969     3249337          369        1
 3067        +     3249375     3249680          306        1
 3068        +     3249683     3250087          405        1
 3069        +     3250077     3250376          300        1
 3070        +     3250562     3250954          393        1
 3071        +     3251024     3252010          987        1
 3072        +     3252304     3252669          366        1
 3073        +     3252911     3253267          357        1
 3074        -     3253318     3254172          855        1
 3075        +     3254319     3255020          702        1
 3076        +     3255043     3255207          165        1
 3077        -     3255341     3256651         1311        1
 3078        -     3256679     3258010         1332        1
 3079        -     3258285     3259649         1365        1
 3080        -     3259721     3260110          390        1
 3081        -     3260124     3262418         2295        1
 3082        -     3262452     3263660         1209        1
 3083        -     3263686     3265017         1332        1
 3084        -     3265039     3266028          990        1
 3085        -     3266127     3267065          939        1
 3086        +     3267854     3268393          540        2
 3087        +     3268415     3269602         1188        2
 3088        -     3269804     3269932          129        2
 3089        -     3269929     3270045          117        2
 3090        -     3270042     3270158          117        2
 3091        -     3270625     3271770         1146        1
 3092        -     3271867     3272766          900        1
 3093        -     3272787     3273557          771        1
 3094        -     3273573     3274907         1335        1
 3095        +     3275282     3276853         1572        1
 3096        +     3277002     3277337          336        1
 3097        +     3277337     3277801          465        1
 3098        -     3277856     3278665          810        1
 3099        +     3278914     3280194         1281        1
 3100        +     3280217     3280690          474        1
 3101        +     3280701     3281102          402        1
 3102        +     3281140     3281625          486        1
 3103        +     3281976     3283130         1155        1
 3104        +     3283143     3284003          861        1
 3105        +     3284170     3284646          477        1
 3106        +     3284685     3285488          804        1
 3107        +     3285478     3286269          792        1
 3108        +     3286324     3287025          702        1
 3109        +     3287426     3288010          585        1
 3110        +     3288186     3288785          600        1
 3111        +     3288739     3291330         2592        1
 3112        +     3291587     3292432          846        1
 3113        -     3292475     3293335          861        1
 3114        +     3293400     3295436         2037        1
 3115        +     3295394     3295789          396        1
 3116        +     3295809     3296399          591        1
 3117        +     3296409     3296984          576        1
 3118        -     3297098     3298138         1041        1
 3119        -     3298211     3298846          636        1
 3120        +     3298974     3299492          519        1
 3121        -     3299472     3299915          444        1
 3122        +     3299987     3300268          282        1
 3123        -     3300255     3300758          504        1
 3124        -     3300752     3301276          525        1
 3125        +     3301485     3302480          996        1
 3126        +     3302489     3303367          879        1
 3127        +     3303448     3304455         1008        1
 3128        -     3304573     3305817         1245        1
 3129        -     3305971     3307860         1890        1
 3130        -     3308040     3308924          885        1
 3131        -     3309033     3311168         2136        1
 3132        -     3311415     3311684          270        1
 3133        -     3311833     3312777          945        1
 3134        -     3312777     3313178          402        1
 3135        -     3313342     3316014         2673        1
 3136        -     3316039     3317526         1488        1
 3137        -     3317554     3317976          423        1
 3138        +     3318637     3319980         1344        1
 3139        -     3319988     3321505         1518        2
 3140        -     3322173     3322505          333        1
 3141        -     3322733     3324070         1338        1
 3142        -     3324063     3324911          849        1
 3143        -     3325001     3326935         1935        1
 3144        -     3327035     3327664          630        1
 3145        +     3327790     3328083          294        1
 3146        -     3328239     3328715          477        1
 3147        +     3328963     3330396         1434        1
 3148        -     3330582     3331754         1173        1
 3149        -     3331770     3332735          966        1
 3150        -     3332862     3333119          258        1
 3151        -     3333140     3333451          312        1
 3152        +     3333710     3334681          972        1
 3153        +     3334909     3335187          279        1
